full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
"Promo | Bhupinder Singh Hooda | RSTV Exclusive | Lok Sabha Polls 2019 | 10:00 pm
#PollsWithRSTV #LokSabhaElections2019 
@BhupinderSHooda @INCIndia 
https://t.co/DmatPmQQvK",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#TejBahadurYadav said: ""It is just a conspiracy against us. Modi ji is scared and it has been done intentionally."" #TejBahadur #Varanasi #ElectionCommission 
https://t.co/FKY3YWNZfP",1,0,0,1,0,0,1,1,0,0,0,0,1,1
"#ElectionsWithHindustan | वाराणसी से @samajwadiparty को बड़ा झटका, पीएम @narendramodi के खिलाफ उम्मीदवार तेज बहादुर का नामांकन रद्द

पूरी खबर पढ़ने के लिए क्लिक करें-https://t.co/4Z0Btz7ylD

#ElectionsWithHindustan #LokSabhaElection2019 @iTejbahadur #TejBahadurYadav https://t.co/8m1UbCILTw",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You are doing nobody a favour, least of all to yourself, by going out to cast your vote. Voting is not ordering paneer massala or chicken tandoori on Zomato. If you can't figure out the difference, more the fool you. #LokSabhaElections2019 https://t.co/8lFV5a72Ir",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"PM: When you press the Kamal button, it will awaken the soul of the soldier in you who will live and die for the country #Elections2019 #Ayodhya #Rally 
 https://t.co/FQRTTAE8RM via @ndtv",0,1,0,0,1,1,0,0,0,1,0,1,0,1
"The importance of #SocialMedia in #LokSabhaElections2019 
Had an informed discussion with an expert panel comprising @Iyervval @anilkantony @AdvaitaKala and @madversity
#Elections2019 #RoadAhead @moneycontrolcom
The show to be aired soon. https://t.co/SzbKLiTIXT",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Brahmin allegiance to the Congress has not been uprooted in eastern UP. Their tradition of support for the party seemed to have created the perception that only the Congress would focus on the community.

Akhilesh Pandey reports: https://t.co/Yly9PBEvVQ
#LokSabhaElections2019",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Finished my 18 hour night shoot...
Drove from Pune to Mumbai,on 2 hours of sleep and now am off to pune again to shoot at night. Am crazy tired but this feeling makes it all worth it.
Go exercise your right...
Go Vote 🙏🏻🇮🇳
#Elections2019 #GoVote #voteforabetterfuture #empowered https://t.co/zYYbQ69Tia",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dear #ElectionCommission ! You have successfully written your epitaph..#RIP
'No poll code violation in Wardha speech': EC gives clean chit to PM Modi - Times of India https://t.co/ilhZVXxrUW",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"#IndiaVotes | How can Congress party claim to be pro-women when you don't have an ICC internally, to address sexual harassment problems?

@fayedsouza questions Congress' @PriyaDutt_INC about ICC &amp; #PriyankaChaturvedi leaving the party.

#GetInked #LokSabhaElections2019 https://t.co/xlDlr0QjSg",1,1,0,0,0,0,1,1,0,0,0,1,0,1
"More. If voted to power at Centre @cpimspeak promises #India will join #Venezuela's Resistance; restart talks with #Pakistan; and solve homeless/stateless status of #Rohingya.
The many joys of  #LokSabhaElections2019 https://t.co/aeeco0Sx2g",0,1,0,0,0,1,0,0,0,1,0,0,0,0
"When Mumbai, the financial capital goes to vote today, remember that- 

India's debt went up 50% to Rs 82 lakh crore under BJP govt

Demonetisation destroyed jobs

BJP blamed the people when innocents were killed in a bridge collapse

Vote for change. Vote for @INCIndia

#Phase4",1,0,0,0,0,0,1,1,0,0,0,0,1,1
Heading to #Rajasthan. Will be in #Rajasthan for next few days. Had a closed door meeting with equity firms in #Mumbai yesterday on #LokSabhaElections2019 . #PradeepAnalysis #WednesdayWisdom #MyTravel #JanKiBaatExitPoll2019 https://t.co/YmCqSgUl2Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Atal Bihari Vajpayee Ji explains the use of ultranationalism and media in #LokSabhaElections2019

cc @dhruv_rathee &amp; @akashbanerjee 

Must Watch and Share!

Full Video Link-https://t.co/hAf5gcZNEe https://t.co/njrkfhM8LM",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"This is such an insult to all our freedom fighters &amp; the founders of Independent India 

Does she mean to say under an Italian govt we reached Mars,became a trillion dollar economy,became a nuclear state, defeated Pakistan ? 

Modi devotion is not only dangerous but humiliating https://t.co/CuiHN74gUE",1,0,1,0,0,0,1,1,0,0,0,0,1,1
"Some people used picture of late Junaid and urged people to remember his face when they vote, right ?

Well, I URGE PEOPLE TO REMEMBER THESE FACES TOO WHEN YOU VOTE 👇🏻

#JusticeForGovindraj #JusticeforRamalingam #LokSabhaElection2019 #intolerance #Govindaraj #Ramalingam https://t.co/tuNTJpMhoH",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#Decision2019 | Rahul Gandhi said, ""the watchman is shaken, scared. He has stopped talking about issues of unemployment, cylinders and loan waivers.” #LokSabhaElections2019

https://t.co/Q6C8QNcWWF",0,1,0,0,0,0,1,1,0,0,0,0,1,1
"Seeking Votes and Support in Munirka Village for Sh. @ajaymaken ji , our Candidate from @NewDelhiLkSabha along with @DelhiPMC President @Sharmistha_GK, @MaharashtraPMC President @charulata_tokas and Congress team
#VoteforAjayMaken 
#VoteforCongress
#LokSabhaElections2019 https://t.co/m4L8pJtvTT",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"#Alert | After giving PM clean chit over his Wardha speech, EC also finds no violation by PM Modi in his remarks at Latur on April 9, asking first-time voters to vote in favour of Pulwama martyrs and soldiers behind Balakaot strikes 

#LokSabhaElections2019 #ElectionsWithTimes https://t.co/3uFafXRw6D",0,1,0,0,0,1,0,0,0,0,0,1,0,0
"#ElectionsOutlook | @priyankagandhi said, ""My brother will prove to be a good prime minister. Whether he will become the prime minister or not, the public has to decide.""

#LokSabhaElections2019 #LokSabha #Elections2019

https://t.co/DYyCV08JhV",0,1,0,0,0,1,0,0,0,0,0,0,0,1
"#Amethi has elected Rahul Gandhi thrice. Will Priyanka be able to achieve another win for her brother in #LokSabhaElections2019?
(@ashu3page and @Ankit_Tyagi01)
Watch #Countdown with @sardesairajdeep: https://t.co/6iEZ4KPFjt https://t.co/uIlXTCutZK",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"""#NationalSecurity has always been part of #NationalPolitics. What has changed is only the way this issue is now playing out in the public domain.""

#LokSabhaElections2019 

Read @sushantsareen: https://t.co/v8JTwDjCdp",0,1,0,0,0,1,0,0,1,0,0,0,0,0
"""I have never at any stage sought or acquired British citizenship."" Question is why is this issue being raised now,in middle of the election when matter has been in public domain for at least 3+years &amp; the answer is already known to Govt. #elections2019 2/2",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Omg.. @narendramodi  stop cracking jokes..  🤣🤣🤣🤣 
We don't need Pakistan to reveal ur lies, ur jumlas and fake speeches. U n ur party are enough to prove it. With the addition of #PragyaThakur in ur party its evident which party is a terrorist party 👍
#ChowkidarThoDarrGaya https://t.co/Q1ugdPixGz",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In these #Elections2019 whn a @INCIndia candidate n/or #LiarInChief @RahulGandhi asks for ur vote - DEMAND from him/her an account for decades of corruption n exploitatn. 

Dont let thm leave without a responsw. 

Like what they hv done in last 5 yrs alone to my #Bengaluru https://t.co/Mj46BdUf7I",1,0,0,0,0,0,1,1,0,0,0,0,1,1
"Cannot describe what this belief means to me, especially coming from the young, thinking minds of my constituency! Truly grateful, and I shall keep on serving my people even more resolutely in the times to come!

#आपका_विश्वास_मेरी_शक्ति
#LokSabhaElections2019 https://t.co/zCLk3IvALX",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The state of India could have been much better if SmritiJi,when she was HRD Minister,were committed in providing job opportunities to youth as well as waived loans of the farmers who were at the verge of suicide.Politics is not gimmicks but is about solving common man’s problems! https://t.co/tPBNHVpTNW",1,0,1,0,0,0,1,0,0,0,0,0,1,1
"That’s April 1 news coming a month late! 🙄
Btw, no Gujju (that too an Amdavadi) would offer 10 cr each to those who are not worth even 10 lakh in total.😒 https://t.co/M9BC5upIJ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#Bengal poll update #Phase4: #BabulSupriyo's car vandalised; Presiding officer removed in #Ketugram for rigging help https://t.co/OgdmZmOc9I 

Catch all election related updates here- https://t.co/NJGiwmXpO5 https://t.co/IjNWqZzuYv",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Addressed public meetings in Udaipurwati, #Jhunjhunu &amp; Srimadhopur, #Sikar and appealed to vote for Congress candidates Sh. Sharwan Kumar and Sh. Subhash Maharia...
#Rajasthan
#LokSabhaElections2019 https://t.co/piL2a6xGJt",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"As millennials in the city gear up to exercise their first vote on May 6, team TOI speaks to a bunch of bright young minds to feel the Gen Z pulse in this election. 
Watch what the youth wants and will do if elected as an MP.
#loksabhaelections2019 #millenialspeaks @timesofindia https://t.co/kYnczjHymS",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"As millennials in the city gear up to exercise their first vote on May 6, team TOI speaks to a bunch of bright young minds to feel the Gen Z pulse in this election. 
Watch what the youth wants and will do if elected as an MP. 

#loksabha2019 #millenialspeaks @timesofindia https://t.co/YOap5RXmnw",0,1,0,0,0,0,0,0,0,0,0,0,0,1
#ElectionAlert -- Oil prices across the world are dropping but in India it is rising. Only a few of PM @narendramodi's friends are benefiting from the global oil price drop: @RahulGandhi | #ElectionsWithNews18 https://t.co/5hCyTwxw6K,0,1,1,0,0,0,1,1,1,0,0,0,1,1
"#ElectionWatch #ElectionsWithCNNNews18 

AAP Chief @ArvindKejriwal kicksoff d last phase of campaigning in Delhi ahead of polls on #May 12 from Chandni Chowk constituency

AAP's @pankajgupta is up against BJP's @drharshvardhan n Congress's J P Agarwal 

#BattleOf2019 @CNNnews18 https://t.co/Vy5cDpV1Hg",0,1,0,0,0,1,0,0,0,0,0,0,0,1
"#LokSabhaElections2019 
#Rajasthan 
Last day of election campaigning
After taking out a roadshow from Fatehpol to GhantaGhar in #Jodhpur,  CM @ashokgehlot51 and his son @VaibhavGehlot80 shared a frame , first time in a while.
Vaibhav is making his debut in active  politics . https://t.co/PxHYLL0VTO",0,0,0,0,0,0,0,0,0,0,1,0,0,1
#ElectionAlert -- @smritiirani coming here for last four to five years. I have been coming here since I was a 12-year-old with my father: @priyankagandhi | #ElectionsWithNews18 https://t.co/XU8W8UBWxJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""People of Delhi are very sensible voters. They have never voted for celebrities,"" East Delhi AAP candidate @AtishiAAP tells @Thiru_the_moy as she talks about poll issues

#LokSabhaElections2019 #LokSabhaElections #ElectionsWithBS 

https://t.co/fY3m3ryng6",0,1,0,0,0,0,0,0,1,0,0,0,0,1
"WEDNESDAY #AusVotes2019- UPDATE

Federal Election - Sworn in Government Market

LABOR 
WAS $1.33
NOW  ⬇️ $1.30
 
COALITION (Liberal/National)
WAS $3.25
NOW ⬆️ $3.50

FULL MARKET: https://t.co/IIVF8JiTfK

#auspol  #ausvotes  #ausvotes19  #ausvotes2019  #election2019 #AUSPOL2019 https://t.co/zXXjewRgFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BJP wants dalits, not a dalit leader. They would have made me prime minister if I had been deaf and dumb in the party. They want a deaf and dumb dalit and dalit votes but not a dalit leader.
#DrUditRaj #LokSabhaElections2019 
#Congress https://t.co/jZj5ueMISD",1,0,1,0,0,0,1,1,0,0,0,0,1,1
"If this is true, then shame on BJP. Stooping to this low for votes puts the democracy to shame.

#LokSabhaElections2019 #OdishaElections2019 https://t.co/sLYekdlBo3",1,1,1,0,0,0,1,1,0,0,0,0,1,1
"Delhi: Aam Aadmi Party (AAP) candidate from East Delhi Lok Sabha seat, Atishi, campaigns in Vishwas Nagar area of the constituency. #LokSabhaElections2019 https://t.co/hJONT1Uhsv",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is Powai in Mumbai! 

People queuing up, not for a Coldplay concert, but standing in line to vote! 

This is new India! 

#PoonamPhirSe 
#MumbaikarVoteKar #IndiaVotesForNaMo https://t.co/EqEMzBM0Iy",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you believe that you can make a difference you will. Use the power of your vote this election. Each vote counts. It’s the best thing, you can do for your country. 

#JaiHind #Election2019 #IndiaElections2019 #VoteForIndia #VoteKar https://t.co/QLrllex3bc",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"While we salute all Mumbaikars who voted, this one’s for all of you who have excuses for not turning out to vote today. Meet Laksmi Aniruddha Kantawala, 100 years and going strong...keeping democracy stronger! We ensured she has no discomfort #Salute #LokSabhaElections2019 https://t.co/wLvYSz85zu",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"An early-morning walk is a blessing for the whole day.

Met with the morning walker of Deshbandhu Park in this beautiful morning. It was nice meeting with them. Urge them to #Vote4BJP and make the hands of @narendramodi ji more strong.

#RSCampaign2019 
#LokSabhaElections2019 https://t.co/B7SyAO7YVT",0,0,0,0,1,1,0,0,0,0,0,0,0,0
#Elections2019 The Eastern Cape has the highest number of home visits - 85252 - and Gauteng will have the highest number of voting station visits - 71 921. KB https://t.co/GpTV70Maqr,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Check out the video on how #ServiceVoters are to fill the postal ballot  for #LokSabhaElections2019 using the ETPB system meant for the service  personnel.
@BSF_India @crpfindia @IAF_MCC @NDRFHQ @IndiaCoastGuard @ITBP_official @adgpi @indiannavy 
https://t.co/BUGMDcr0gy",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Lol. They wish! All risk no return kind of portfolio, this. 

Horse 🐎 trading is unethical, but AAP Ke log can’t be bothered with such? https://t.co/YXxzGm3fuY",0,0,1,1,0,0,1,1,0,0,0,0,0,1
"The prevailing sentiment across seven districts in eastern UP seemed to indicate that Priyanka’s campaign had been successful in regaining the Brahmin support for the Congress party, and away from the BJP. https://t.co/Yly9PBEvVQ
#LokSabhaElections2019",0,0,0,0,0,0,0,0,0,0,1,0,1,1
"Vice Chairperson of the India Today Group #KalliPurie along with India Today's @sardesairajdeep, @mausamii2u and @abhishek6164 join @Ankit_Tyagi01 on #ElectionExpress19.
#LokSabhaElections2019
 #ITVideo
More Videos: https://t.co/Nounxo6IKQ https://t.co/r5ya3hHPGP",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I ask a local in Amethi, why doesn’t it look like a VIP constituency.. what have the Gandhis done? Ans: वैसे तो कुछ ख़ास नहीं पर उनकी वजह से हमारे Amethi का नाम रोशन हुआ! #IndiaElects",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Election campaign by Deepa Dashmunshi in favor of @INCIndia candidate Kazi Abdur Rahim in Bashirhat Loksabha for upcoming #LokSabhaElections2019 

#BengalWithcongress https://t.co/0pM3ZFsHEz",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"#ElectionAlert – Kangana Ranaut casts her vote in Khar, Mumbai West. “The country situation was very bad when @INCIndia was in power. Time has come for ‘Swaraj’ so we should go in large numbers and vote for India”, claims Kangana. | #ElectionsWithNews18 #LokSabhaElections2019 https://t.co/xpEDPjbZcW",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Someone shld actually file a case against the EC 
They shld be expelled for their inefficiency @sushmitadevmp @rssurjewala how can u all take this lightly... If @ECISVEEP  has given a clean chit to Modi then they have no right to question @RahulGandhi too . https://t.co/GZvKlYqFDy",1,0,0,0,0,0,1,1,0,0,0,0,0,1
#KanhaiyaKumar has become a cult figure in Bihar’s #Begusarai. The youth and women cutting across caste and religious divides firmly backed him. The middle-aged men hedged their bets. #LokSabhaElections2019 https://t.co/AG5cYxhkf2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"चित्तौड़गढ़ में आदर्श मतदान केंद्र की कुछ तस्वीरें।

 #RajasthanElection2019   #VoteForRajasthan #MyVoteMyRight #SVEEP #EDRajasthan #CEORajasthan   #RajasthanChunaav #RajasthanElections #GoOutAndVote #GoVote   #PowerOfMyVote #VoteForIndia #IndiaElections2019 #VoteKar #EVM https://t.co/HOD55HTDQh",0,0,0,0,0,0,0,0,0,0,0,0,0,0
It’s the season for celebrities to conduct “non-political” interviews with politicians fighting elections- so why should @akashbanerjee not get in the game with @ArvindKejriwal ?! #MustWatch #Elections2019 #Delhi https://t.co/5OlObJUYNR,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tomorrow is polling day in #Leicester for #Elections2019, over 240,000 of you have registered to vote tomorrow, make sure you have your say on your city. 

Read more here about our mayoral and council elections here... https://t.co/736mkkm8HV #LE19 https://t.co/udaPEsRjeP",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Name deleted from the voting list. Couldn’t vote. Really angry &amp; upset. But tried to help as many people as I could, to find their relevant information, polling booth information etc. Just hope my fellow citizens voted against hate. #electionday #LokSabhaElection #Mumbaivotekaro",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"PM @narendramodi in Itarsi: One of the first things Sri Lankan government did after the blasts was to ban Zakir Naik's TV channel. This is the same Zakir Naik in whose 'durbar' Diggi Raja was once seen 

LIVE: https://t.co/hSdMBW6e5C

#LokSabhaElections2019 #ElectionsWithTimes https://t.co/WKSAujmVJ4",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SA votes in 1 week from now. 

3 sources predict different outcomes:

@Ipsos_SA (71% turnout)
ANC 61%, DA 19%, EFF 11%

@IRR_SouthAfrica (71% turnout)
ANC 51%, DA 24%, EFF 14%

""Elections nerd"" @DawieScholtz
(High expectation)
ANC 58%, DA 23%, EFF 10%

@OpenNewsSA #Elections2019",0,0,0,0,0,0,0,0,0,0,1,0,0,0
This election will mark the end of @capt_amarinder Singh's tenure and the Cong will disintegrate under the impact of its own lies. The SAD-BJP will take over the reins again to usher in happy days for Punjab &amp; Punjabis./2 #LokSabhaElections2019 #RajNahiSewa #JoKahangaSoKaranga,0,0,0,1,0,0,1,1,0,0,0,0,0,1
.@capt_amarinder ’s inefficiency and misrule has turned his ‘Mission 13’ into ‘Miss-on 13’. The Congress will have to face people’s wrath for its miserable performance and string of broken promises.  #LokSabhaElections2019 https://t.co/MhO2hDdui7,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"At rallies in Panje Ke, Mohan Ke, Golu Ka Mod &amp; Guru HarSahai, I observed that Cong leaders have finally woken up to the public anger they have evoked. They are too scared to hit the campaign trail &amp; show up as a formality./1 #RajNahiSewa #LokSabhaElections2019 https://t.co/0irf9LzzU0",0,1,0,0,0,1,0,0,0,0,0,0,0,1
"People of #Ferozepur constituency are  expressing trust in SAD. That is why AAP leader Tilak Raj Kamboj, other AAP leaders &amp; representatives of Congress left their parties to join SAD in presence of party president S. @officeofssbadal &amp; others. #LokSabhaElections #RajNahiSewa https://t.co/0wlq87t0tF",0,0,0,0,0,0,1,1,0,1,0,0,0,1
India has been trying since 2009 for designation of #MasoodAzhar a #globalterrorist. Efforts were renewed in 2016. Did not succeed in 2017 either. In 2019 fresh efforts were launched. We were third time lucky: Amb @AkbaruddinIndia tells me on @IndiaToday #IndiaElects #IndiaFirst,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"For the first time in a very long time I felt sorry for ⁦@NitishKumar⁩. Hope he will cut loose after #LokSabhaElections2019. ⁦@yadavtejashwi⁩
https://t.co/bamMvozNkw",0,1,0,0,0,1,0,1,0,0,0,0,0,0
"""CPI (ML) Suchita Dey, JNU student wing Head N Sai balaji, AICCTU Delhi President Santosh Ray and AISA Delhi President Kamalpreet extend their support to Aam Aadmi Party for 2019 #LoksabhaElections2019.

They and their wings will campaign for AAP here on.""- @dilipkpandey https://t.co/7SMwREeP2g",0,0,0,0,0,0,0,0,0,0,1,0,0,1
Re-poll ordered at 5 polling stations in Andhra Pradesh for General Elections &amp; at 3 of them for Assembly Elections as well. Voting took place at these stations on April 11 &amp; fresh polling will be held on May 6. #LokSabhaElections2019 #AndhraPradeshAssemblyElections https://t.co/8l50U2sCxC,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dear Mumbaikars, 
It's time to unite against terrorists, corrupts, gundas, and hafta collectors. Remember 26/11 when you vote. 
Please go out in big groups, motivate people to vote for peace, development and Justice!!! 
#VoteKar #Modihaitohmumkinhai 
#MumbaikarVoteKar",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"#ElectionsWithHT | Rajasthan assembly elections 2018: BJP wins only 21 of 59 SC/ST seats against 50 in 2013 https://t.co/HdoJ1nL3ih

#RajasthanElections #Results2018 https://t.co/Ya3dOulsYd",0,1,0,0,0,0,0,0,0,0,0,0,1,1
"Youth.
@shawnmendes + @thegreatkhalid shine a light on activists, artists, and a diverse group of young people who are already making their voices heard.

Co-written by @Emma4Change + @davidhogg111 + @LarryJackson,
Get inspired and go VOTE #ElectionDay → https://t.co/MjzfIdqNZM https://t.co/K2eR54dRl0",0,0,0,0,0,0,0,0,0,0,0,0,0,0
I don’t know what was better...#ElectionCommission not responding to complaints against Modi &amp; Shah or the EC giving Modi a clean chit. About time that the CEC comes out and explains his actions,1,0,1,0,0,0,1,0,0,0,0,0,1,1
"#ElectionBreaking Dy CM @msisodia charges the BJP with trying to #poach  7 AAP MLAs by offering them Rs10 Cr ahead of May 12 polls in Del

Dy CM alleges BJP is trying to repeat what it during MCD elex to manage perception

@CNNnews18 @news18dot
#battleof2019 #ElectionsWithCNNNews",1,0,0,0,0,0,1,1,0,0,0,0,1,1
"Odisha's 'Chhau Dance' is on the verge of getting lost. Watch this video to know more about this traditional dance form.
#Odisha
#Dance 
#MakeYourMark
#LokSabhaElections2019 
#IndiaElections2019 https://t.co/zkd7JBwlQz",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#ElectionTracker : PM @narendramodi and @yadavakhilesh and @Mayawati will today face off in near Ayodhya. 
 
#BattleOf2019 #ElectionsWithNews18 
#LokSabhaElections2019

Follow LIVE updates here:
https://t.co/AAYNwTsBXC",0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Shamelessly  @ECISVEEP  has ban her for only  72 hrs..
Imagine a man who has served the country is denied of nomination. And a terrorist accused is given allowed to contest.
Where is our country heading to. And we claim to be developed .. What a shame. https://t.co/s02OEJnZvh",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#Battleof2019 #ElectionsWithNews18 
# BattleforDelhi 

* High anti-incumbency for BJP MPs

* Acknowledgement of AAP Govt work on the ground

* Some AAP supporters are confused whether to vote for AAP or BJP in LS 

* There is some traction for Congress esp in minority areas",0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guys. I have been getting 100 messages a day on #Baramati. It's very close. It will be closer than last time. I can't comment more now. #LokSabhaElections2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"#ModiMeter | The BJP promised that they would start correspondence courses in entrepreneurship and make them for free for women. What happened to the promise?
https://t.co/VtWZnHiiQv
#BJPManifesto #LokSabha2019 #Elections2019 https://t.co/hm8OZg3EtE",1,0,1,0,0,0,1,0,0,0,0,0,1,1
I knew that Congress - JDS vote transfer won't happen for various reasons and coalition won't benefit in #LokSabhaElections2019 at all. Now a senior JDS minister GT Deve Gowda confirms that. Coalition is imploding. Big drama expected after May 23.,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Just to remind folks, @cpimspeak CPI(M) #LokSabhaElections2019 Manifesto declares support for #Venezuela's Maduro regime and promises to emulate him if voted to power at the Centre. Also a reminder for #LeLi intelligentsia that they want #India to emulate #Venezuela. https://t.co/PIkbj7pIB6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"“Now the people are vocal in opposing the ruling party in centre and state both. It showed that people were waiting for someone from Congress who could show a path of revival and Priyanka has done that.”

Akhilesh Pandey reports: https://t.co/Yly9PBEvVQ
#LokSabhaElections2019",0,1,0,0,0,0,0,0,0,0,0,0,0,1
She has been the face of change of Delhi schools. @AtishiAAP speaks to me on ‘what’s in her name’ that’s creating so much controversy. https://t.co/lWyr0u1jdI,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The #Congress expressed disappointment over the #ElectionCommission’s clean chit to #PMModi for his speech in Wardha, saying it has become “crystal clear” that the model code of conduct has become the #ModiCodeofConduct. https://t.co/MChVrawIP3",1,1,1,0,0,0,1,1,0,0,0,0,1,1
"We welcome Sh. Mukesh Rai, Colony Cell Chairman of BJP Chandigarh who has reposed his faith in policies and vision of @INCIndia under leadership of Sh. @pawanbansal_chd and @PardeepChhabr12 ji.

#ApnaChandigarh #PhirSeNo1 #NyayForMazdoor #IAmForPawanBansal #LokSabhaElections2019 https://t.co/wlbn9dCmqE",0,1,0,0,0,1,0,0,0,1,0,0,0,1
"This time, #Vote against hollow promises, vote against a leadership which has an escapist attitude towards everything, vote against the party which divides the nation. #VoteForCongress #MeraVoteCongressKo #LokSabhaElections2019",0,1,0,0,0,1,0,0,0,0,0,0,1,1
"After the overwhelming response in the first phase of #LokSabhaElections2019  polls in #Rajasthan yesterday, this the mood East or West, North or South.
#PhirEkBaarModiSarkar
@BJP4India @BJP4Rajasthan https://t.co/uwfonNIx2b",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"'Use your finger wisely': #SwaraBhasker gets trolled for her masturbation scene in #VeereDiWedding during Mumbai Polls, hits back at haters in the best way ever.. https://t.co/nqJnAftIn4 
.
.
.
#LokSabhaElections2019 #LokSabhaElections #LoksabhaElection",1,1,1,0,0,0,1,1,0,0,0,0,0,0
"The EC had earlier asked the ex-BSF jawan to get a NoC from BSF as he was sacked over corruption charges.
#LokSabhaElections2019 
https://t.co/WgtsZC3K6q",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ideologies will not decide Begusarai polls -- managing identities will.

@anandvardhan26 on the #Phase4 battle in Bihar that's got everyone talking.
https://t.co/hAyebAKE4n",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dear EC: Brilliant timing! Exactly a week after Gujarat voting finished. Allowing him to campaign while complaints remained pending.

#Mayawati was banned swiftly! Immediately

No one can accuse EC of conducting free &amp; fair elections in a non-partisan manner! 
Congrats @ECISVEEP https://t.co/N1c1R6K4Wc",1,0,1,0,0,0,1,0,0,0,0,0,0,1
"Today's story of the day is from @pankaj_kpt who called Voter Helpline No 1950 &amp; got his students enrolled as voters
Keep sending your inspiring stories to us with the hashtag #MyStoryMatters and tag ECISVEEP &amp; stand a chance to feature on our Twitter account. #IndiaElections2019 https://t.co/3DnbOT44KF",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A third reason one cannot in good conscience vote ANC. What a massive failure after 25 years in charge. 
#Elections2019 https://t.co/uXbuzA8VFF",0,0,0,0,0,0,1,1,0,0,0,0,0,1
"""When you do not have a vision and have done nothing in the last four and a half years, you make such allegations,"" #GautamGambhir told media while campaigning from his #eastDelhi #LokSabha seat. 

#LokSabhaElections2019 #Dangal2019 #GeneralElection2019 

Photo: Gautam Gambhir https://t.co/L8QHQKDFZA",0,1,0,0,0,0,0,0,0,0,0,0,0,0
Am sure you’re right but these photos suggest the opposite. Seen more people waiting outside international arrivals at Mumbai airport than at this rally ground. 😅 https://t.co/mwFM2Txlc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#ElectionCommission has barred #Gujarat #BJP chief #JitubhaiVaghani from campaigning for 72 hours for ""using intemperate and abusive language"" and ""alleged violation of Model Code of Conduct"". #LokSabhaElection2019 https://t.co/a7i5z0Nnqu",1,1,0,0,0,0,0,1,0,0,0,0,1,1
"#ElectionsWithNews18 | Poll of Polls: For Chhattisgarh, here's ABP News - CSDS Survey on seat share (46 to win). | #BattleForStates 

BJP – 56 (+7)
Congress – 25 (-14)
BSP+JCC – 4 (+3)
Others – 5 (+4) 

Poll of Polls with @bhupendrachaube on #Viewpoint. https://t.co/xAl6S5QTf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
